question|answer
"Probably one of the worst professors at UTD. He changed the grading policy at least three times during the semester, each time making it more difficult for the students to do well. The exams are also difficult. Take any other professor instead of him because he is VERY inconsistent and disorganized."| "-1.0, -0.5"
"He was a pretty good professor, really nice guy, his lectures were pretty mid, sometimes they were good but other times I had no idea what was going on. He did end up changing the grading criteria quite a bit which was screwed up but otherwise a pretty decent class."| "0.0, -0.5"
"He has changed the grading policy so many times, especially when the semester is ending. These changes forced us to prepare harder for the final exam. I get that he wants us to try hard, but changing the grading policy towards the end of a semester is unfair. His lectures are also pretty hard to understand, so I would recommend self-studying."| "-1.0, -0.5"
"Does not care about the students at all, changed all of the grading criteria multiple times at the end of the semester, tanking everyone's grades. On top of that lectures were very messy and almost impossible to understand. Disaster!!!"| "-1.0, -1.0"
"The homework was weird for me as he didn't go over any questions in his lectures. It was mostly him writing equations and deriving them. It make the homework difficult for me, but he gave really big curves on the tests. I may have gotten unlucky but he's a nice guy and maybe he'll develop better strategies in the future, but for now don't take him."| "-1.0, -0.0"
"Very unclear with the grading criteria, removed one of the drop exams on the syllabus at the very end of the semester. Unclear in lecture, and unfair with the way he's structured the class. Has to give huge curves for each exam just to have everyone do decently. Better off taking other professors with clearer grading systems and better lectures."| "-1.0, -0.5"
"Completely changed up the grading structure of the course with just a few weeks left in the semester, screwing over the majority of students. Lectures are also very vague and confusing, had to self study for the entire course."| "-1.0, -1.0"
"If you want to spend all class watching him derive the equations used in problems but not do any problems, this is the professor for you. The lectures are not very engaging but he is a nice guy. He curved the tests super hard so that was nice, but I haven't learned much in this class."| "-1.0, 0.5"
"While going to school full time, I also started a full time job and a part time internship during my last semester at UTD. Dr. Wright helped me navigate his course while balancing these things. He was gracious and fair as far as I'm concerned."| "1.0, 0.5"
"It was my favorite class this past semester but I still hated this semester."| "0.5, 1.0"
"IT WAS CREATIVE WRITING. WHAT DO YOU EXPECT? I ENJOYED THE DUDE AND I LEARNED SUMTHIN'"| "1.0, 0.5"
"Amazing teacher and was very understanding of the situation we are currently in. He really emphasizes good English writing mechanics and I feel as if I really learned in this course. Great teacher."| "1.0, -0.0"
"This prof is a mess. He always seems unprepared and doesn't grade papers on time and i had no clue what his assignment requirements were. Worst class ever."| "-1.0, -0.5"
"Today was our last class and I was surprised at how sad I was that this is it. I had professor wright for creative writing and it was a lot of fun. it probably would have been better if we could have met in person but i feel like he tried to make the best of it. a lot of work required in this class. maybe a bit too much but it was fun too."| "1.0, -0.5"
